a,TSNE_1,TSNE_2,X,      ,,,,,,,
379,V6111,4.930088041,2.01741415,Macrophage_mouse     ,,,,,,,
380,V6533,3.320395975,2.107663887,Macrophage_mouse     ,,,,,,,
381,V5194,3.130339724,2.172766536,Endothelial_mouse     ,,,,,,,
382,V6573,3.734363531,1.288622275,Macrophage_mouse     ,,,,,,,
383,V5567,3.806668857,1.458337069,Endothelial_mouse     ,,,,,,,
384,V375,3.939624264,1.015278864,Endothelial_mouse     ,,,,,,,
385,V6660,2.921981888,1.533244791,Macrophage_mouse     ,,,,,,,
386,V6680,4.074308843,1.217563605,Macrophage_mouse     ,,,,,,,
387,V6752,4.544292348,2.360632602,Macrophage_mouse     ,,,,,,,
388,V6782,1.977040337,1.789185315,Macrophage_mouse     ,,,,,,,
389,V3718,2.454034125,1.762460196,Endothelial_mouse     ,,,,,,,
390,V6866,4.676082196,1.641197878,Macrophage_mouse     ,,,,,,,
391,V6988,4.575197278,1.644452639,Macrophage_mouse     ,,,,,,,
392,V507,3.864339145,1.503469756,Bcell_mouse     ,,,,,,,
393,V882,3.489286657,1.557285302,Endothelial_mouse     ,,,,,,,
394,V1095,5.445135337,1.770452684,Endothelial_mouse     ,,,,,,,
395,V3969,3.791895228,1.371428254,Endothelial_mouse     ,,,,,,,
396,V694,2.773732687,2.214553181,Bcell_mouse     ,,,,,,,
397,V728,3.536278275,2.124422027,Bcell_mouse     ,,,,,,,
398,V6814,4.026025342,2.403552109,Endothelial_mouse     ,,,,,,,
399,V1334,4.375247064,1.475521426,Bcell_mouse     ,,,,,,,
400,V1502,3.477878249,2.612571334,Bcell_mouse     ,,,,,,,
401,V2356,3.7207681,1.37115823,Bcell_mouse     ,,,,,,,
402,V2534,3.797218951,1.620412718,Bcell_mouse     ,,,,,,,
403,V3736,3.927758744,1.397899528,Endothelial_mouse     ,,,,,,,
404,V2536,3.735851867,2.139791641,Bcell_mouse     ,,,,,,,
405,V2569,3.951912086,1.624371269,Bcell_mouse     ,,,,,,,
406,V2888,4.326422531,1.917240018,Bcell_mouse     ,,,,,,,
407,V3424,4.012142303,1.292244066,Bcell_mouse     ,,,,,,,
408,V1703,4.000681701,1.122629821,Endothelial_mouse     ,,,,,,,
409,V3578,3.464065533,1.881516343,Bcell_mouse     ,,,,,,,
410,V3598,3.924511221,1.040748896,Bcell_mouse     ,,,,,,,
411,V3950,3.827707323,2.48171486,Bcell_mouse     ,,,,,,,
412,V4274,3.200842733,1.469059549,Bcell_mouse     ,,,,,,,
413,V4774,4.411507348,1.924318124,Bcell_mouse     ,,,,,,,
414,V4785,4.815682934,1.553451669,Bcell_mouse     ,,,,,,,
415,V4808,3.670353564,1.620340446,Bcell_mouse     ,,,,,,,
416,V5128,3.804688144,1.351177522,Bcell_mouse     ,,,,,,,
417,V5226,4.532457609,1.934029451,Bcell_mouse     ,,,,,,,
418,V5780,4.287814462,2.589092158,Bcell_mouse     ,,,,,,,
419,V544,5.500984456,2.157504037,Endothelial_mouse     ,,,,,,,
420,V3237,5.222166898,2.877698391,Endothelial_mouse     ,,,,,,,
421,V6377,4.373535792,1.226085908,Bcell_mouse     ,,,,,,,
422,V6789,3.69905564,1.784419604,Bcell_mouse     ,,,,,,,
423,V3493,3.329339089,1.778551426,Endothelial_mouse     ,,,,,,,
424,V7006,3.602620702,2.825811408,Bcell_mouse     ,,,,,,,
425,X23,3.273264396,3.472615005,Stromal cell_Ccl11 high(Uterus)   ,,,,,,,
426,X46,4.117923837,3.422894999,Stromal cell_Ccl11 high(Uterus)   ,,,,,,,
427,X14.1,6.226199698,2.917653667,Endothelial cell_Tm4sf1 high(Uterus)   ,,,,,,,
428,X15.1,5.427282625,2.522533441,Endothelial cell_Tm4sf1 high(Uterus)   ,,,,,,,
429,X21.1,6.082717711,2.920915027,Endothelial cell_Tm4sf1 high(Uterus)   ,,,,,,,
430,X22.1,4.375344615,2.908210022,Endothelial cell_Tm4sf1 high(Uterus)   ,,,,,,,
431,X21.3,3.315345393,3.309632334,Stromal cell_Has1 high(Uterus)   ,,,,,,,
432,X38.4,3.096642086,2.821556177,Glandular epithelium_Sprr2f high(Uterus)   ,,,,,,,
433,X17.5,3.357470803,1.584588698,Macrophage(Uterus)     ,,,,,,,
434,X29.5,3.764831962,1.875670803,Macrophage(Uterus)     ,,,,,,,
435,X36.5,4.009251913,1.698930611,Macrophage(Uterus)     ,,,,,,,
436,X40.5,3.289909158,1.522579783,Macrophage(Uterus)     ,,,,,,,
437,X2.16,2.369580992,2.504866218,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
438,X19.16,1.941703562,2.35378942,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
439,X20.16,2.020912515,2.433557624,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
440,V2857,6.673692396,0.545147675,Endothelial_mouse     ,,,,,,,
441,X22.16,6.572745923,0.583908497,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
442,X25.16,2.009795931,2.357164325,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
443,X33.16,2.179507401,2.386861358,Spermatocyte_1700001F09Rik high(Testis)    ,,,,,,,
444,X13.17,6.667288808,0.532470134,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
445,X29.17,2.557851773,2.378796604,Spermatocyte_Calm2 high(Testis)    ,,,,,,,
446,X0.19,1.98109694,2.366857586,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
447,X1.18,2.004873425,2.344654662,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
448,X7.18,6.676336628,0.564544901,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
449,X16.18,2.369804513,2.456845068,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
450,X17.18,2.049299478,2.367360596,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
451,X19.18,1.817781688,2.365759774,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
452,X32.18,1.979839497,2.372420135,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
453,X34.18,1.886632937,2.373607702,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
454,X38.18,1.970837506,2.355765589,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
455,X40.18,1.982035596,2.3329026,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
456,X47.18,1.982380229,2.34977543,Spermatocyte_Slc2a3 high(Testis)    ,,,,,,,
457,X12.20,1.970778746,2.352518971,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
458,X40.20,1.840611646,2.367898766,Spermatocyte_Mesp1 high(Testis)    ,,,,,,,
459,X5.26,2.783511229,0.947481404,Epithelial cell_Krt20 high(Stomach)   ,,,,,,,
460,X15.26,2.515916242,0.90266375,Epithelial cell_Krt20 high(Stomach)   ,,,,,,,
461,X23.26,2.34771397,0.81416828,Epithelial cell_Krt20 high(Stomach)   ,,,,,,,
462,X33.26,2.584212443,0.957144753,Epithelial cell_Krt20 high(Stomach)   ,,,,,,,
463,X4.27,2.562020935,0.944348653,Pit cell_Ifrd1 high(Stomach)   ,,,,,,,
464,X7.27,2.505810479,0.747528247,Pit cell_Ifrd1 high(Stomach)   ,,,,,,,
465,X9.27,2.56054437,0.794665981,Pit cell_Ifrd1 high(Stomach)   ,,,,,,,
466,X19.27,2.503947087,0.925127999,Pit cell_Ifrd1 high(Stomach)   ,,,,,,,
467,X27.27,2.509285331,0.962789551,Pit cell_Ifrd1 high(Stomach)   ,,,,,,,
468,X43.27,2.408281753,0.830743838,Pit cell_Ifrd1 high(Stomach)   ,,,,,,,
469,X3.29,2.557824352,0.873190182,Stomach cell_Muc5ac high(Stomach)   ,,,,,,,
470,X7.29,2.245317608,0.748857753,Stomach cell_Muc5ac high(Stomach)   ,,,,,,,
471,X31.29,2.557135028,0.972177065,Stomach cell_Muc5ac high(Stomach)   ,,,,,,,
472,X37.29,2.455383466,0.93290804,Stomach cell_Muc5ac high(Stomach)   ,,,,,,,
473,X43.29,2.114493433,0.631050262,Stomach cell_Muc5ac high(Stomach)   ,,,,,,,
474,X10.30,2.462033916,0.777156251,Stomach cell_Mt2 high(Stomach)   ,,,,,,,
475,X20.30,2.421269434,0.785296013,Stomach cell_Mt2 high(Stomach)   ,,,,,,,
476,X32.30,2.393548097,0.844772914,Stomach cell_Mt2 high(Stomach)   ,,,,,,,
477,X44.30,2.290319176,0.679076605,Stomach cell_Mt2 high(Stomach)   ,,,,,,,
478,X0.33,3.66587606,1.208718766,T cell(Spleen)    ,,,,,,,
479,X7.34,4.962862037,-0.376289332,Epithelium of small intestinal villi_Fabp1 high(Small-Intestine),,,,,,,
480,X12.34,4.879610023,-0.062490645,Epithelium of small intestinal villi_Fabp1 high(Small-Intestine),,,,,,,
481,X22.34,4.969598208,-0.263878648,Epithelium of small intestinal villi_Fabp1 high(Small-Intestine),,,,,,,
482,X1.35,4.422201172,-0.411570687,Epithelial cell_Kcne3 high(Small-Intestine)   ,,,,,,,
483,X16.35,4.270899356,-0.330010582,Epithelial cell_Kcne3 high(Small-Intestine)   ,,,,,,,
484,X46.35,4.465193469,-0.599617325,Epithelial cell_Kcne3 high(Small-Intestine)   ,,,,,,,
485,X49.35,4.659980784,-0.416340776,Epithelial cell_Kcne3 high(Small-Intestine)   ,,,,,,,
486,X0.37,4.301152505,-0.426351851,T cell_Ccl5 high(Small-Intestine)   ,,,,,,,
487,X5.36,4.339158706,-0.345373562,T cell_Ccl5 high(Small-Intestine)   ,,,,,,,
488,X36.36,4.307994663,-0.338793434,T cell_Ccl5 high(Small-Intestine)   ,,,,,,,
489,X45.36,4.251440429,-0.599038504,T cell_Ccl5 high(Small-Intestine)   ,,,,,,,
490,X46.36,4.350780317,-0.435642381,T cell_Ccl5 high(Small-Intestine)   ,,,,,,,
491,X3.38,4.546548878,-0.158228573,Columnar epithelium(Small-Intestine)    ,,,,,,,
492,X16.38,4.805925364,-0.048896896,Columnar epithelium(Small-Intestine)    ,,,,,,,
493,X0.40,4.899494986,-0.296774801,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
494,X5.39,4.975066859,-0.329428686,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
495,X10.39,4.926032721,-0.209925013,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
496,X15.39,4.836237364,-0.109761491,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
497,X28.39,4.902932025,-0.27072847,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
498,X31.39,4.751560263,0.143377644,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
499,X36.39,4.840881282,-0.097276322,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
500,X41.39,4.938665231,-0.129249866,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
501,X43.39,4.939165049,-0.314274127,Epithelium of small intestinal villi_Fabp6 high(Small-Intestine),,,,,,,
502,X19.49,4.228797255,-0.289738233,B cell_Ly6d high(Peripheral_Blood)   ,,,,,,,
503,X33.49,4.06995186,-0.088659145,B cell_Ly6d high(Peripheral_Blood)   ,,,,,,,
504,X1.56,5.279948579,2.514312045,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
505,X4.56,6.074473445,2.975519923,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
506,X10.56,4.964969638,2.752236406,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
507,X11.56,6.1511529,2.971664673,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
508,X12.56,4.891273714,3.09897235,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
509,X13.56,5.432251762,2.587834103,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
510,X14.56,5.157778871,2.662027567,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
511,X15.56,4.849743948,2.666683662,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
512,X16.56,4.963191803,2.42764352,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
513,X17.56,5.299048889,2.666465845,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
514,X18.56,4.459095872,2.802266122,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
515,X19.56,4.912087495,2.656403416,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
516,X20.56,5.195304322,3.063039968,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
517,X22.56,4.976117049,2.68614856,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
518,X23.56,5.222994551,2.692415568,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
519,X24.56,6.10672582,2.947304639,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
520,X25.56,5.042510882,2.641783129,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
521,X30.56,5.176727575,3.014213736,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
522,X36.56,5.348249705,2.431254617,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
523,X37.56,4.682575023,2.843796848,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
524,X38.56,5.299471289,2.849551393,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
525,X40.56,4.896847519,2.733606934,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
526,X41.56,5.651263109,2.786038565,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
527,X42.56,4.806240266,2.912755259,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
528,X43.56,5.096772812,2.928238235,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
529,X44.56,4.362251761,2.888518459,Endothelial cell_Fabp4 high(Pancreas)   ,,,,,,,
530,X1.58,3.202442624,3.738329625,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
531,X2.58,3.561250234,3.661736015,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
532,X4.58,3.566882946,3.259935892,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
533,X12.58,3.367665589,3.612536095,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
534,X15.58,2.895917249,3.069691603,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
535,X25.58,3.264164859,3.600222801,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
536,X35.58,3.108703368,3.022859032,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
537,X39.58,3.267927447,3.497416417,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
538,X41.58,3.116147688,3.487862359,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
539,X44.58,3.436426894,3.504215683,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
540,X45.58,3.337839672,3.539510313,Stromal cell_Smoc2 high(Pancreas)   ,,,,,,,
541,X0.60,6.513094302,2.804355028,Ductal cell(Pancreas)    ,,,,,,,
542,X3.59,6.17901311,2.919873969,Ductal cell(Pancreas)    ,,,,,,,
543,X19.61,2.836942919,3.522900166,Stromal cell_Fn1 high(Pancreas)   ,,,,,,,
544,X23.61,3.580906142,3.53011353,Stromal cell_Fn1 high(Pancreas)   ,,,,,,,
545,X24.61,3.39127978,3.816766253,Stromal cell_Fn1 high(Pancreas)   ,,,,,,,
546,X25.61,3.459382201,3.535045455,Stromal cell_Fn1 high(Pancreas)   ,,,,,,,
547,X29.61,3.602385924,3.258071769,Stromal cell_Fn1 high(Pancreas)   ,,,,,,,
548,X39.61,3.376817223,3.704672644,Stromal cell_Fn1 high(Pancreas)   ,,,,,,,
549,X48.61,3.338309737,3.780419217,Stromal cell_Fn1 high(Pancreas)   ,,,,,,,
550,X4.68,5.121876531,2.892507568,Ovarian vascular surface endothelium cell(Ovary) ,,,,,,,
551,X5.68,5.257772976,2.850414551,Ovarian vascular surface endothelium cell(Ovary) ,,,,,,,
552,X20.68,5.258491267,3.004470742,Ovarian vascular surface endothelium cell(Ovary) ,,,,,,,
553,X43.68,5.149046714,2.735631592,Ovarian vascular surface endothelium cell(Ovary) ,,,,,,,
554,X27.78,2.421332246,2.677969223,Cartilage cell_Prg4 high(Neonatal-Rib)   ,,,,,,,
555,X7.91,5.684100905,2.215223744,Endothelial cell_Igfbp5 high(Neonatal-Heart)   ,,,,,,,
556,X9.91,6.059974203,2.67773988,Endothelial cell_Igfbp5 high(Neonatal-Heart)   ,,,,,,,
557,X0.95,6.330757089,3.050504341,Vascular endothelial cell(Neonatal-Heart)   ,,,,,,,
558,X46.94,5.18752302,2.050566638,Vascular endothelial cell(Neonatal-Heart)   ,,,,,,,
559,X1.96,2.692846089,2.490486591,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   ,,,,,,,
560,X28.96,2.552452421,2.692547569,Preosteoblast/Osteoblast/Bone cell/Cartilage cell(Neonatal-Calvaria)   ,,,,,,,
561,X25.97,2.705270023,2.598316139,Dividng cell(Neonatal-Calvaria)    ,,,,,,,
562,X28.112,-0.008433091,0.718742683,Mesenchymal stem cell_Cxcl1 high(Mesenchymal-Stem-Cell-Cultured)  ,,,,,,,
563,X34.114,4.218964461,-0.287742046,B cell_Cd79a&Iglc2 high(Mammary-Gland-Virgin)   ,,,,,,,
564,X13.115,4.455485521,-0.339312956,Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)   ,,,,,,,
565,X29.115,3.685155493,1.450678002,Dendritic cell_Fscn1 high(Mammary-Gland-Virgin)   ,,,,,,,
566,X43.117,4.355859358,-1.005644396,T-cells_Ctla4 high(Mammary-Gland-Virgin)    ,,,,,,,
567,X12.119,3.639124678,3.630527115,Stromal cell_Pi16 high(Mammary-Gland-Virgin)   ,,,,,,,
568,X30.121,5.696117712,1.348745431,Macrophage_Lyz1 high(Mammary-Gland-Virgin)    ,,,,,,,
569,X11.122,4.471419274,-1.133845115,T cell_Ly6c2 high(Mammary-Gland-Virgin)   ,,,,,,,
570,X4.123,3.862797796,3.475775824,Stromal cell(Mammary-Gland-Pregrancy)    ,,,,,,,
571,X7.123,3.262840654,3.313504157,Stromal cell(Mammary-Gland-Pregrancy)    ,,,,,,,
572,X9.123,3.585126175,3.415288045,Stromal cell(Mammary-Gland-Pregrancy)    ,,,,,,,
573,X23.123,3.32747351,3.70794617,Stromal cell(Mammary-Gland-Pregrancy)    ,,,,,,,
574,X26.123,3.246366536,4.149408038,Stromal cell(Mammary-Gland-Pregrancy)    ,,,,,,,
575,X33.123,3.500453239,3.391190065,Stromal cell(Mammary-Gland-Pregrancy)    ,,,,,,,
576,X34.123,3.55423832,3.408654731,Stromal cell(Mammary-Gland-Pregrancy)    ,,,,,,,
577,X41.123,3.874970585,3.287667805,Stromal cell(Mammary-Gland-Pregrancy)    ,,,,,,,
578,X44.124,5.325237033,1.596472973,B cell_Ly6d high(Mammary-Gland-Pregrancy)   ,,,,,,,
579,X14.125,3.039906454,0.841204483,Secretory alveoli cell(Mammary-Gland-Pregrancy)   ,,,,,,,
580,X36.125,3.153590912,0.892917582,Secretory alveoli cell(Mammary-Gland-Pregrancy)   ,,,,,,,
581,X24.131,2.758152564,3.624442923,Muscle cell_Pi16 high(Mammary-Gland-Involution)   ,,,,,,,
582,X0.140,3.991706771,2.018974123,Kuppfer cell(Liver)    ,,,,,,,
583,X2.139,5.414193071,1.914232684,Kuppfer cell(Liver)    ,,,,,,,
584,X4.139,4.924830859,1.879940583,Kuppfer cell(Liver)    ,,,,,,,
585,X7.139,3.242392235,1.997416902,Kuppfer cell(Liver)    ,,,,,,,
586,X13.139,3.733120069,1.846158885,Kuppfer cell(Liver)    ,,,,,,,
587,X14.139,5.200807197,1.674716769,Kuppfer cell(Liver)    ,,,,,,,
588,X18.139,4.028222592,2.000348023,Kuppfer cell(Liver)    ,,,,,,,
589,X29.139,5.377610457,1.849211837,Kuppfer cell(Liver)    ,,,,,,,
590,X35.139,5.400337089,1.745754649,Kuppfer cell(Liver)    ,,,,,,,
591,X43.139,4.04643242,2.045642551,Kuppfer cell(Liver)    ,,,,,,,
592,X46.139,4.827525964,2.01622884,Kuppfer cell(Liver)    ,,,,,,,
593,X48.139,3.488239263,1.793444227,Kuppfer cell(Liver)    ,,,,,,,
594,X4.140,3.820818647,1.978468353,Dendritic cell_Cst3 high(Liver)   ,,,,,,,
595,X1.141,5.632450337,1.704870441,Endothelial cell(Liver)    ,,,,,,,
596,X2.141,5.086912382,1.76558886,Endothelial cell(Liver)    ,,,,,,,
597,X3.141,3.938167455,1.987049652,Endothelial cell(Liver)    ,,,,,,,
598,X9.141,4.134654581,2.021600081,Endothelial cell(Liver)    ,,,,,,,
599,X10.141,4.748305618,2.221126685,Endothelial cell(Liver)    ,,,,,,,
600,X11.141,4.060893002,2.264841404,Endothelial cell(Liver)    ,,,,,,,
601,X12.141,5.312115878,2.705881398,Endothelial cell(Liver)    ,,,,,,,
602,X13.141,5.516393647,1.784821254,Endothelial cell(Liver)    ,,,,,,,
603,X15.141,5.606035044,1.884710036,Endothelial cell(Liver)    ,,,,,,,
604,X16.141,5.346689205,1.950012377,Endothelial cell(Liver)    ,,,,,,,
605,X18.141,4.199663038,2.150099683,Endothelial cell(Liver)    ,,,,,,,
606,X19.141,4.185101354,2.099095705,Endothelial cell(Liver)    ,,,,,,,
607,X21.141,3.992462181,2.254121023,Endothelial cell(Liver)    ,,,,,,,
608,X22.141,5.108979633,2.193350597,Endothelial cell(Liver)    ,,,,,,,
609,X28.141,5.098353619,2.497414168,Endothelial cell(Liver)    ,,,,,,,
610,X29.141,5.217879997,2.098910585,Endothelial cell(Liver)    ,,,,,,,
611,X30.141,4.865115906,2.606219979,Endothelial cell(Liver)    ,,,,,,,
612,X31.141,5.524134934,1.840906359,Endothelial cell(Liver)    ,,,,,,,
613,X35.141,5.501034199,1.829639013,Endothelial cell(Liver)    ,,,,,,,
614,X36.141,5.577210146,1.776876042,Endothelial cell(Liver)    ,,,,,,,
615,X39.141,5.651812438,1.78102566,Endothelial cell(Liver)    ,,,,,,,
616,X43.141,5.3032467,2.18316432,Endothelial cell(Liver)    ,,,,,,,
617,X46.141,4.31224373,2.135973442,Endothelial cell(Liver)    ,,,,,,,
618,X48.141,4.818497222,2.248072738,Endothelial cell(Liver)    ,,,,,,,
619,X13.143,1.710587066,3.268752391,Proximal tubule brush border cell(Kidney) ,,,,,,,
620,X19.143,1.857387359,3.302176481,Proximal tubule brush border cell(Kidney) ,,,,,,,
621,X11.144,1.85194932,3.265266695,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
622,X17.144,1.773784879,3.274525542,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
623,X31.144,1.836194273,3.28228664,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
624,X38.144,2.009370121,3.165795383,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
625,X47.144,1.655700579,3.406191963,Proximal tubule cell_Osgin1 high(Kidney)  ,,,,,,,
626,X11.145,1.795971777,3.393068169,S3 proximal tubule cells(Kidney)  ,,,,,,,
627,X14.145,1.905876425,3.261199114,S3 proximal tubule cells(Kidney)  ,,,,,,,
628,X16.145,1.808794272,3.33820228,S3 proximal tubule cells(Kidney)  ,,,,,,,
629,X28.145,1.862534453,3.254605949,S3 proximal tubule cells(Kidney)  ,,,,,,,
630,X35.145,1.935417219,3.229758488,S3 proximal tubule cells(Kidney)  ,,,,,,,
631,X5.149,1.801628298,3.288765718,S1 proximal tubule cells(Kidney)  ,,,,,,,
632,X33.149,1.739228695,3.357929919,S1 proximal tubule cells(Kidney)  ,,,,,,,
633,X47.149,1.917243634,3.262711683,S1 proximal tubule cells(Kidney)  ,,,,,,,
634,X0.173,0.94646787,1.412656317,Pyramidal neuron cell(Fetal_Brain)   ,,,,,,,
635,X19.172,0.95048818,1.39501691,Pyramidal neuron cell(Fetal_Brain)   ,,,,,,,
636,X33.172,0.923116775,1.4040933,Pyramidal neuron cell(Fetal_Brain)   ,,,,,,,
637,X3.174,0.940163345,1.402599739,Granule neurons(Fetal_Brain)    ,,,,,,,
638,X4.174,1.204910012,1.285647479,Granule neurons(Fetal_Brain)    ,,,,,,,
639,X6.174,0.948933192,1.418047492,Granule neurons(Fetal_Brain)    ,,,,,,,
640,X7.174,0.937838958,1.405673222,Granule neurons(Fetal_Brain)    ,,,,,,,
641,X43.175,0.847881061,1.400785596,Postmitotic neurons_Lhx9 high(Fetal_Brain)   ,,,,,,,
642,X49.175,0.801849044,1.398382491,Postmitotic neurons_Lhx9 high(Fetal_Brain)   ,,,,,,,
643,X7.177,0.955768084,1.372357856,Schwann cell(Fetal_Brain)    ,,,,,,,
644,X8.177,0.733659777,1.40063617,Schwann cell(Fetal_Brain)    ,,,,,,,
645,X16.177,0.92196331,1.40395059,Schwann cell(Fetal_Brain)    ,,,,,,,
646,X32.177,0.921534432,1.352419449,Schwann cell(Fetal_Brain)    ,,,,,,,
647,X41.177,0.718240244,1.385296026,Schwann cell(Fetal_Brain)    ,,,,,,,
648,X44.177,0.868420366,1.399592419,Schwann cell(Fetal_Brain)    ,,,,,,,
649,X6.187,3.342715648,1.470030066,Microglia(Brain)     ,,,,,,,
650,X6.196,2.835178142,3.178138258,Stromal cell_Dpt high(Bladder)   ,,,,,,,
651,X16.196,3.116668751,3.683688345,Stromal cell_Dpt high(Bladder)   ,,,,,,,
652,X23.196,3.272701853,3.600795542,Stromal cell_Dpt high(Bladder)   ,,,,,,,
653,X0.199,2.56486277,3.808457922,Stromal cell_Car3 high(Bladder)   ,,,,,,,
