,a,TSNE_1,TSNE_2,X     
421,V152,-9.612036764,-0.142166775,PBMC_human     
422,V160,-9.179816646,-0.712162678,PBMC_human     
423,V81,-11.28006019,-3.926053879,PBMC_human     
424,V195,-11.13011188,-3.818440474,PBMC_human     
425,V82,-9.415526674,0.045677456,PBMC_human     
426,V191,-9.42006613,-0.112349106,PBMC_human     
427,V279,-9.391689134,-0.173214641,PBMC_human     
428,V87,-9.806216431,-0.653898676,PBMC_human     
429,V89,-9.450047337,-0.030636113,PBMC_human     
430,V205,-9.570613342,0.001741115,PBMC_human     
431,V131,-9.874082849,-0.686760651,PBMC_human     
432,V94,-11.38158154,-3.972787606,PBMC_human     
433,V95,-8.26247996,-3.912944464,PBMC_human     
434,V323,-9.741450065,-0.529362952,PBMC_human     
435,V98,-11.31137245,-4.02592719,PBMC_human     
436,V166,-10.93884141,-3.797568996,PBMC_human     
437,V104,-9.653459583,-0.493568594,PBMC_human     
438,V184,-9.999684013,-0.670187895,PBMC_human     
439,V107,-8.040436576,-4.053328631,PBMC_human     
440,V215,-8.154037128,-4.001659224,PBMC_human     
441,V145,-11.34986132,-4.087681308,PBMC_human     
442,V108,-11.32645663,-3.890239995,PBMC_human     
443,V153,-11.46031199,-4.028708951,PBMC_human     
444,V110,-10.07095212,-0.675455143,PBMC_human     
445,V112,-10.10659988,-0.575693294,PBMC_human     
446,V116,-9.735007951,-0.775727438,PBMC_human     
447,V117,-9.722273731,-0.143288198,PBMC_human     
448,V118,-10.83985834,-4.155428854,PBMC_human     
449,V124,-9.517112852,-0.115152321,PBMC_human     
450,V129,-8.067961959,-4.036452074,PBMC_human     
451,V127,-7.986446893,-3.880450458,PBMC_human     
452,V199,-7.945286418,-3.984514462,PBMC_human     
453,V298,-8.024545804,-3.977229844,PBMC_human     
454,V306,-9.579273485,-0.276572824,PBMC_human     
455,V319,-9.581367278,-0.677920957,PBMC_human     
456,V135,-9.931775686,-0.678923689,PBMC_human     
457,V174,-9.554612814,-0.648817366,PBMC_human     
458,V143,-11.57672303,-3.977715994,PBMC_human     
459,V325,-9.791065603,-0.668666098,PBMC_human     
460,V148,-9.931066997,-0.66745065,PBMC_human     
461,V149,-9.373866347,0.400615793,PBMC_human     
462,V312,-9.45521785,0.330348029,PBMC_human     
463,V183,-9.76733319,-0.27821401,PBMC_human     
464,V154,-10.01655804,-0.591165865,PBMC_human     
465,V155,-8.161790967,-4.017300372,PBMC_human     
466,V308,-8.123976895,-4.033410506,PBMC_human     
467,V164,-9.351021109,0.302290716,PBMC_human     
468,V326,-9.29363075,0.243696996,PBMC_human     
469,V240,-10.83086901,-3.956844439,PBMC_human     
470,V171,-9.372469302,0.373722668,PBMC_human     
471,V172,-10.06500025,-0.757536415,PBMC_human     
472,V173,-9.799759801,-0.545369771,PBMC_human     
473,V175,-9.434705187,-0.338096899,PBMC_human     
474,V311,-9.75751432,-0.757868791,PBMC_human     
475,V176,-9.348906956,0.321115543,PBMC_human     
476,V178,-9.343021539,0.394464441,PBMC_human     
477,V179,-9.556088639,-0.356119895,PBMC_human     
478,V181,-9.937916367,-0.581184715,PBMC_human     
479,V182,-9.841048301,-0.7514735,PBMC_human     
480,V188,-8.371957357,-3.619131405,PBMC_human     
481,V214,-8.210721718,-3.955620846,PBMC_human     
482,V221,-8.034880943,-3.990536458,PBMC_human     
483,V267,-9.768245389,-0.763545664,PBMC_human     
484,V190,-9.882215568,-0.672900629,PBMC_human     
485,V192,-9.575688833,-0.76136683,PBMC_human     
486,V245,-8.062458209,-4.03186639,PBMC_human     
487,V247,-9.970862643,-0.605443796,PBMC_human     
488,V310,-9.570162637,-0.234457455,PBMC_human     
489,V200,-11.5839883,-3.928354535,PBMC_human     
490,V286,-11.45350079,-3.944203258,PBMC_human     
491,V202,-10.7175464,-3.680074454,PBMC_human     
492,V204,-8.152710206,-4.004981546,PBMC_human     
493,V283,-8.19170255,-3.941616566,PBMC_human     
494,V208,-9.627161113,-0.080287927,PBMC_human     
495,V209,-9.44664985,0.229879681,PBMC_human     
496,V241,-9.56489048,0.091716142,PBMC_human     
497,V210,-9.694858988,-0.489411488,PBMC_human     
498,V211,-8.205703414,-3.854215154,PBMC_human     
499,V239,-9.725192769,-0.715972142,PBMC_human     
500,V257,-8.145273579,-4.036335523,PBMC_human     
501,V223,-9.810083096,-0.650903922,PBMC_human     
502,V224,-9.513387177,-0.658607064,PBMC_human     
503,V225,-8.206696794,-3.966808228,PBMC_human     
504,V228,-9.363577901,0.32597955,PBMC_human     
505,V231,-7.908787204,-4.07543319,PBMC_human     
506,V276,-9.499104644,-0.49540518,PBMC_human     
507,V280,-9.792581742,-0.805261907,PBMC_human     
508,V243,-9.198424033,-0.880082152,PBMC_human     
509,V246,-9.334144957,-0.950786256,PBMC_human     
510,V254,-8.146080848,-3.97012017,PBMC_human     
511,V256,-9.891504876,-0.622160313,PBMC_human     
512,V260,-11.49386227,-4.199228273,PBMC_human     
513,V262,-8.062833158,-3.920824172,PBMC_human     
514,V272,-9.912139006,-1.482314875,PBMC_human     
515,V274,-11.54496423,-3.87786057,PBMC_human     
516,V275,-8.510144422,-1.627601547,PBMC_human     
517,V291,-9.387841702,-0.873732738,PBMC_human     
518,V282,-11.51940294,-4.471887872,PBMC_human     
519,V284,-8.020685051,-3.892233312,PBMC_human     
520,V332,-9.707057253,-0.408446699,PBMC_human     
521,V295,-9.388985546,-0.197421504,PBMC_human     
522,V297,-10.07023352,-0.730244537,PBMC_human     
523,V322,-9.51808769,-0.664793639,PBMC_human     
524,V299,-9.430220997,-0.648437195,PBMC_human     
525,V300,-11.70941893,-4.426661261,PBMC_human     
526,V301,-9.319529383,0.433896193,PBMC_human     
527,V316,-8.841656577,-3.330921155,PBMC_human     
528,V331,-10.37087919,-0.533627478,PBMC_human     
529,V333,-9.687215895,-0.439143422,PBMC_human     
530,X36.3,-7.04057894,4.400379197,Stromal cell_Has1 high(Uterus)   
531,X0.1,-7.035206558,4.368788723,Stromal cell_Ccl11 high(Uterus)   
532,X42.7,-6.95548272,4.371070265,Muscle cell_Mgp high(Uterus)   
533,X37.8,-6.908247387,4.43927017,Stromal cell_Cxcl14 high(Uterus)   
534,X45.134,-7.061089661,4.342377191,Stromal cell(Mammary-Gland-Involution)    
535,X46.134,-7.015459146,4.299532532,Stromal cell(Mammary-Gland-Involution)    
536,X1,-7.046772681,4.396062899,Stromal cell_Ccl11 high(Uterus)   
537,X15.134,-7.053560741,4.329015901,Stromal cell(Mammary-Gland-Involution)    
538,X47.7,-6.89552003,4.323450221,Muscle cell_Mgp high(Uterus)   
539,X2,-7.016206913,4.337261571,Stromal cell_Ccl11 high(Uterus)   
540,X15.123,-7.020005393,4.252245839,Stromal cell(Mammary-Gland-Pregrancy)    
541,X3,-7.09130927,4.462423759,Stromal cell_Ccl11 high(Uterus)   
542,X4,-6.981688264,4.412038283,Stromal cell_Ccl11 high(Uterus)   
543,X5,-7.017601841,4.345942056,Stromal cell_Ccl11 high(Uterus)   
544,X0.8,-6.444071534,4.465118833,Muscle cell_Mgp high(Uterus)   
545,X6,-6.767254463,4.357281202,Stromal cell_Ccl11 high(Uterus)   
546,X11.7,-6.963121111,4.286597126,Muscle cell_Mgp high(Uterus)   
547,X7,-7.045728257,4.370611959,Stromal cell_Ccl11 high(Uterus)   
548,X8,-6.997052282,4.338886117,Stromal cell_Ccl11 high(Uterus)   
549,X22.3,-7.062870888,4.363495807,Stromal cell_Has1 high(Uterus)   
550,X9,-7.068630361,4.421125161,Stromal cell_Ccl11 high(Uterus)   
551,X10,-6.945747055,4.423270844,Stromal cell_Ccl11 high(Uterus)   
552,X11,-7.066608924,4.236510295,Stromal cell_Ccl11 high(Uterus)   
553,X45.131,-7.189235646,3.879960957,Muscle cell_Pi16 high(Mammary-Gland-Involution)   
554,X10.134,-7.144128834,4.065246184,Stromal cell(Mammary-Gland-Involution)    
555,X12,-7.055600851,4.389911753,Stromal cell_Ccl11 high(Uterus)   
556,X13,-6.980920648,4.423824387,Stromal cell_Ccl11 high(Uterus)   
557,X14,-7.056872777,4.344960836,Stromal cell_Ccl11 high(Uterus)   
558,X9.134,-7.181051751,4.057642287,Stromal cell(Mammary-Gland-Involution)    
559,X15,-7.14539003,4.387651279,Stromal cell_Ccl11 high(Uterus)   
560,X16,-7.166087129,4.355147334,Stromal cell_Ccl11 high(Uterus)   
561,X17,-7.001195607,4.389004848,Stromal cell_Ccl11 high(Uterus)   
562,X18,-6.958398686,4.376983499,Stromal cell_Ccl11 high(Uterus)   
563,X19,-7.002974381,4.44048597,Stromal cell_Ccl11 high(Uterus)   
564,X20,-6.998647274,4.430591262,Stromal cell_Ccl11 high(Uterus)   
565,X21,-7.124881906,4.267194361,Stromal cell_Ccl11 high(Uterus)   
566,X22,-6.988987625,4.465518413,Stromal cell_Ccl11 high(Uterus)   
567,X8.134,-7.168196832,4.016189343,Stromal cell(Mammary-Gland-Involution)    
568,X24,-7.154223646,4.220462942,Stromal cell_Ccl11 high(Uterus)   
569,X25,-6.977260015,4.448982117,Stromal cell_Ccl11 high(Uterus)   
570,X26,-6.972578024,4.415186796,Stromal cell_Ccl11 high(Uterus)   
571,X27,-6.920240184,4.23684843,Stromal cell_Ccl11 high(Uterus)   
572,X28,-7.049828713,4.348551931,Stromal cell_Ccl11 high(Uterus)   
573,X29,-7.061871497,4.12710181,Stromal cell_Ccl11 high(Uterus)   
574,X30,-7.091370815,4.42770193,Stromal cell_Ccl11 high(Uterus)   
575,X31,-6.995918902,4.441450852,Stromal cell_Ccl11 high(Uterus)   
576,X32,-6.940333295,4.406592141,Stromal cell_Ccl11 high(Uterus)   
577,X33,-7.022548988,4.391244326,Stromal cell_Ccl11 high(Uterus)   
578,X34,-7.105356136,4.475900958,Stromal cell_Ccl11 high(Uterus)   
579,X35,-6.902396404,4.378434477,Stromal cell_Ccl11 high(Uterus)   
580,X36,-6.963957459,4.449889488,Stromal cell_Ccl11 high(Uterus)   
581,X37,-7.038773722,4.407213548,Stromal cell_Ccl11 high(Uterus)   
582,X38,-6.991114753,4.412210835,Stromal cell_Ccl11 high(Uterus)   
583,X20.3,-7.109044744,4.396746729,Stromal cell_Has1 high(Uterus)   
584,X39,-7.017190688,4.422762982,Stromal cell_Ccl11 high(Uterus)   
585,X40,-7.026188928,4.414298891,Stromal cell_Ccl11 high(Uterus)   
586,X41,-7.087378711,4.315125483,Stromal cell_Ccl11 high(Uterus)   
587,X42,-7.037531322,4.327598103,Stromal cell_Ccl11 high(Uterus)   
588,X43,-7.057917645,4.302670169,Stromal cell_Ccl11 high(Uterus)   
589,X44,-7.017122244,4.383360359,Stromal cell_Ccl11 high(Uterus)   
590,X45,-7.076359855,4.319641116,Stromal cell_Ccl11 high(Uterus)   
591,X46,-6.969256686,4.31193225,Stromal cell_Ccl11 high(Uterus)   
592,X47,-7.015231426,4.341085334,Stromal cell_Ccl11 high(Uterus)   
593,X48,-7.009998685,4.411558139,Stromal cell_Ccl11 high(Uterus)   
594,X2.3,-7.129767931,4.399153581,Stromal cell_Has1 high(Uterus)   
595,X49,-7.086106354,4.520657767,Stromal cell_Ccl11 high(Uterus)   
596,X13.1,-9.800598924,2.234376479,Endothelial cell_Tm4sf1 high(Uterus)   
597,X0.2,-9.887947118,1.943128266,Endothelial cell_Tm4sf1 high(Uterus)   
598,X17.1,-9.874771683,1.732831034,Endothelial cell_Tm4sf1 high(Uterus)   
599,X29.1,-9.826234219,2.235408461,Endothelial cell_Tm4sf1 high(Uterus)   
600,X41.1,-9.857850786,1.974647864,Endothelial cell_Tm4sf1 high(Uterus)   
601,X27.56,-10.03444855,1.367609777,Endothelial cell_Fabp4 high(Pancreas)   
602,X7.1,-9.821478656,2.605152029,Endothelial cell_Tm4sf1 high(Uterus)   
603,X1.1,-9.815960952,2.418708681,Endothelial cell_Tm4sf1 high(Uterus)   
604,X9.1,-9.821650911,2.373253918,Endothelial cell_Tm4sf1 high(Uterus)   
605,X18.1,-9.824578511,2.437609631,Endothelial cell_Tm4sf1 high(Uterus)   
606,X19.1,-9.846137993,2.361987388,Endothelial cell_Tm4sf1 high(Uterus)   
607,X39.7,-6.952964532,2.902403365,Muscle cell_Mgp high(Uterus)   
608,X2.1,-5.404250715,4.790216002,Endothelial cell_Tm4sf1 high(Uterus)   
609,X9.8,-5.930886684,4.524023978,Stromal cell_Cxcl14 high(Uterus)   
610,X25.74,-4.967084791,5.198056821,Osteoblast_Dlk1 high(Neonatal-Skin)    
611,X39.77,-4.926870958,5.19799749,Stromal cell_Gas6 high(Neonatal-Skin)   
612,X47.89,-4.973209364,5.058645935,Stromal cell_Ndn high(Neonatal-Muscle)   
613,X3.1,-9.827836863,2.333503321,Endothelial cell_Tm4sf1 high(Uterus)   
614,X15.1,-9.853211737,2.017318443,Endothelial cell_Tm4sf1 high(Uterus)   
615,X20.1,-9.763735783,2.087428488,Endothelial cell_Tm4sf1 high(Uterus)   
616,X4.1,-9.833951613,2.649209969,Endothelial cell_Tm4sf1 high(Uterus)   
617,X14.1,-9.828071991,2.65603222,Endothelial cell_Tm4sf1 high(Uterus)   
618,X28.1,-9.802613416,2.575513184,Endothelial cell_Tm4sf1 high(Uterus)   
619,X43.1,-9.808725952,2.619854671,Endothelial cell_Tm4sf1 high(Uterus)   
620,X47.1,-9.82951021,2.648208392,Endothelial cell_Tm4sf1 high(Uterus)   
621,X5.1,-9.862147588,2.687690167,Endothelial cell_Tm4sf1 high(Uterus)   
622,X49.1,-9.776310134,2.618298964,Endothelial cell_Tm4sf1 high(Uterus)   
623,X10.1,-9.776505595,2.618707153,Endothelial cell_Tm4sf1 high(Uterus)   
624,X6.1,-9.790729392,2.649489473,Endothelial cell_Tm4sf1 high(Uterus)   
625,X33.1,-9.731188825,2.61911806,Endothelial cell_Tm4sf1 high(Uterus)   
626,X37.1,-9.810218082,2.642892528,Endothelial cell_Tm4sf1 high(Uterus)   
627,X24.1,-9.823974815,2.604577267,Endothelial cell_Tm4sf1 high(Uterus)   
628,X40.1,-9.83878515,2.446902918,Endothelial cell_Tm4sf1 high(Uterus)   
629,X8.1,-9.733299188,2.203184253,Endothelial cell_Tm4sf1 high(Uterus)   
630,X26.1,-9.724885245,2.293320025,Endothelial cell_Tm4sf1 high(Uterus)   
631,X15.68,-9.791327688,1.979071238,Ovarian vascular surface endothelium cell(Ovary) 
632,X35.68,-9.776507503,2.14860123,Ovarian vascular surface endothelium cell(Ovary) 
633,X40.68,-9.865491906,1.894693518,Ovarian vascular surface endothelium cell(Ovary) 
634,X42.1,-9.803449722,2.264506337,Endothelial cell_Tm4sf1 high(Uterus)   
635,X21.62,-5.552863529,6.645919835,Stroma cell (Ovary)   
636,X11.1,-5.556117044,6.889025491,Endothelial cell_Tm4sf1 high(Uterus)   
637,X24.90,-5.495086856,6.947605078,Muscle cell_Myl9 high(Neonatal-Muscle)   
638,X33.90,-5.568872807,6.866995531,Muscle cell_Myl9 high(Neonatal-Muscle)   
639,X40.90,-5.520270165,6.794385431,Muscle cell_Myl9 high(Neonatal-Muscle)   
640,X30.200,-5.613127788,7.129454109,Smooth muscle cell(Bladder)   
641,X12.1,-9.856995337,1.906529964,Endothelial cell_Tm4sf1 high(Uterus)   
642,X48.1,-9.828150426,1.965336355,Endothelial cell_Tm4sf1 high(Uterus)   
643,X5.68,-9.860128332,1.859885448,Ovarian vascular surface endothelium cell(Ovary) 
644,X31.1,-9.817900058,2.269104762,Endothelial cell_Tm4sf1 high(Uterus)   
645,X16.1,-9.848247785,2.04229375,Endothelial cell_Tm4sf1 high(Uterus)   
646,X21.56,-10.05767979,1.09277747,Endothelial cell_Fabp4 high(Pancreas)   
647,X32.56,-10.66331173,-1.453509433,Endothelial cell_Fabp4 high(Pancreas)   
648,X32.1,-9.780603179,2.011230535,Endothelial cell_Tm4sf1 high(Uterus)   
649,X21.1,-9.377701374,2.493886012,Endothelial cell_Tm4sf1 high(Uterus)   
650,X36.1,-9.428586929,2.578543504,Endothelial cell_Tm4sf1 high(Uterus)   
651,X45.1,-9.67800678,2.29252816,Endothelial cell_Tm4sf1 high(Uterus)   
652,X22.1,-9.491199356,2.638486907,Endothelial cell_Tm4sf1 high(Uterus)   
653,X25.1,-8.918905962,2.780530814,Endothelial cell_Tm4sf1 high(Uterus)   
654,X38.1,-9.713926912,2.621860358,Endothelial cell_Tm4sf1 high(Uterus)   
655,X23.1,-9.831058262,2.138030655,Endothelial cell_Tm4sf1 high(Uterus)   
656,X12.91,-5.406288148,3.424019145,Endothelial cell_Igfbp5 high(Neonatal-Heart)   
657,X27.1,-9.78966923,2.143639847,Endothelial cell_Tm4sf1 high(Uterus)   
658,X44.1,-9.757254821,2.229975961,Endothelial cell_Tm4sf1 high(Uterus)   
659,X39.1,-9.749761205,2.418621613,Endothelial cell_Tm4sf1 high(Uterus)   
660,X30.1,-9.730845549,2.603148843,Endothelial cell_Tm4sf1 high(Uterus)   
661,X35.1,-9.802296293,2.520987487,Endothelial cell_Tm4sf1 high(Uterus)   
662,X49.68,-9.582796378,2.482744452,Ovarian vascular surface endothelium cell(Ovary) 
663,X34.1,-9.77666312,2.62473935,Endothelial cell_Tm4sf1 high(Uterus)   
664,X25.68,-9.769181049,2.231556448,Ovarian vascular surface endothelium cell(Ovary) 
665,X46.1,-9.82909882,2.089656828,Endothelial cell_Tm4sf1 high(Uterus)   
666,X0.3,-7.067223758,4.434642531,Stromal cell_Hsd11b2 high(Uterus)   
667,X1.2,-6.961398804,4.370140614,Stromal cell_Hsd11b2 high(Uterus)   
668,X2.2,-6.980125043,4.314423602,Stromal cell_Hsd11b2 high(Uterus)   
669,X3.2,-7.019833532,4.247468696,Stromal cell_Hsd11b2 high(Uterus)   
670,X28.123,-6.861657792,3.918045085,Stromal cell(Mammary-Gland-Pregrancy)    
671,X4.2,-7.06338033,4.397790048,Stromal cell_Hsd11b2 high(Uterus)   
672,X5.2,-6.849178408,4.295650454,Stromal cell_Hsd11b2 high(Uterus)   
673,X6.2,-7.085979834,4.333593079,Stromal cell_Hsd11b2 high(Uterus)   
674,X7.2,-7.101294958,4.352349653,Stromal cell_Hsd11b2 high(Uterus)   
675,X8.2,-6.959347156,4.238945109,Stromal cell_Hsd11b2 high(Uterus)   
676,X9.2,-6.986107975,4.411990125,Stromal cell_Hsd11b2 high(Uterus)   
677,X10.2,-6.923229821,4.250038657,Stromal cell_Hsd11b2 high(Uterus)   
678,X11.2,-7.00896579,4.405986616,Stromal cell_Hsd11b2 high(Uterus)   
679,X12.2,-7.047480661,4.46508569,Stromal cell_Hsd11b2 high(Uterus)   
680,X13.2,-7.111249005,4.239913223,Stromal cell_Hsd11b2 high(Uterus)   
681,X14.2,-6.845093729,4.480122455,Stromal cell_Hsd11b2 high(Uterus)   
682,X42.3,-6.788876623,4.416792331,Stromal cell_Has1 high(Uterus)   
683,X32.62,-6.529268937,4.561196569,Stroma cell (Ovary)   
684,X15.2,-6.600285045,4.475203267,Stromal cell_Hsd11b2 high(Uterus)   
685,X7.8,-6.150852238,4.520701919,Stromal cell_Cxcl14 high(Uterus)   
686,X17.8,-6.157554538,4.513138127,Stromal cell_Cxcl14 high(Uterus)   
687,X16.2,-7.150616002,4.480063566,Stromal cell_Hsd11b2 high(Uterus)   
688,X17.2,-7.01569526,4.348568554,Stromal cell_Hsd11b2 high(Uterus)   
689,X18.2,-6.975871618,4.270451106,Stromal cell_Hsd11b2 high(Uterus)   
690,X0.135,-7.174409832,4.016481968,Stromal cell(Mammary-Gland-Involution)    
691,X19.2,-7.003146106,4.391596886,Stromal cell_Hsd11b2 high(Uterus)   
692,X20.2,-6.756345678,4.389647805,Stromal cell_Hsd11b2 high(Uterus)   
693,X21.2,-6.933189007,4.279949123,Stromal cell_Hsd11b2 high(Uterus)   
694,X22.2,-6.999726163,4.454614341,Stromal cell_Hsd11b2 high(Uterus)   
695,X23.2,-6.935794409,4.397096078,Stromal cell_Hsd11b2 high(Uterus)   
696,X24.2,-7.089525014,4.243842539,Stromal cell_Hsd11b2 high(Uterus)   
697,X25.2,-7.009111859,4.375413733,Stromal cell_Hsd11b2 high(Uterus)   
698,X26.2,-7.175069769,4.384648991,Stromal cell_Hsd11b2 high(Uterus)   
699,X5.7,-6.341445018,4.380550151,Muscle cell_Mgp high(Uterus)   
700,X27.2,-6.824385364,4.426173725,Stromal cell_Hsd11b2 high(Uterus)   
701,X28.2,-6.977873248,4.33168143,Stromal cell_Hsd11b2 high(Uterus)   
702,X29.2,-6.921118603,4.41846632,Stromal cell_Hsd11b2 high(Uterus)   
703,X30.2,-7.048706003,4.395771552,Stromal cell_Hsd11b2 high(Uterus)   
704,X31.2,-7.008034957,4.43442949,Stromal cell_Hsd11b2 high(Uterus)   
705,X32.2,-7.16990581,4.248206253,Stromal cell_Hsd11b2 high(Uterus)   
706,X33.2,-7.113430931,4.418215465,Stromal cell_Hsd11b2 high(Uterus)   
707,X34.2,-7.101836575,4.401856524,Stromal cell_Hsd11b2 high(Uterus)   
708,X35.2,-6.957886018,4.327247297,Stromal cell_Hsd11b2 high(Uterus)   
709,X36.2,-7.057948539,4.311837009,Stromal cell_Hsd11b2 high(Uterus)   
710,X37.2,-6.970640959,4.357882116,Stromal cell_Hsd11b2 high(Uterus)   
711,X38.2,-6.972250205,4.311183338,Stromal cell_Hsd11b2 high(Uterus)   
712,X39.2,-7.131327831,4.51475098,Stromal cell_Hsd11b2 high(Uterus)   
713,X40.2,-6.989411865,4.380222594,Stromal cell_Hsd11b2 high(Uterus)   
714,X41.2,-7.056002302,4.377825312,Stromal cell_Hsd11b2 high(Uterus)   
715,X42.2,-7.051091824,4.338141768,Stromal cell_Hsd11b2 high(Uterus)   
716,X43.2,-7.007813521,4.24336992,Stromal cell_Hsd11b2 high(Uterus)   
717,X44.2,-7.138907547,4.541631166,Stromal cell_Hsd11b2 high(Uterus)   
718,X47.3,-7.096821895,4.382646165,Stromal cell_Has1 high(Uterus)   
719,X45.2,-6.989864205,4.378329153,Stromal cell_Hsd11b2 high(Uterus)   
720,X46.2,-6.996296211,4.352734302,Stromal cell_Hsd11b2 high(Uterus)   
721,X47.2,-7.108252289,4.272151083,Stromal cell_Hsd11b2 high(Uterus)   
722,X42.134,-7.215597581,4.093273677,Stromal cell(Mammary-Gland-Involution)    
723,X48.2,-7.004548682,4.480971526,Stromal cell_Hsd11b2 high(Uterus)   
724,X49.2,-6.936697868,4.485272845,Stromal cell_Hsd11b2 high(Uterus)   
725,X0.4,-7.055049574,4.351560564,Stromal cell_Has1 high(Uterus)   
726,X1.3,-7.078000543,4.335948285,Stromal cell_Has1 high(Uterus)   
727,X3.3,-6.98252598,4.222147181,Stromal cell_Has1 high(Uterus)   
728,X4.3,-7.09331595,4.237866216,Stromal cell_Has1 high(Uterus)   
729,X18.118,-7.039886004,4.107992845,Stromal cell_Col3a1 high(Mammary-Gland-Virgin)   
730,X5.3,-7.019963792,4.340747827,Stromal cell_Has1 high(Uterus)   
